"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"40095","City of Greenville, dba:  Greenville Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Greenville","NC","2023","12","35380","Greenville, NC","66.38","120150","35","84554","0","307090","0","0","0","21880","0",,,"0","0","0",,"0","0",,"301075",,"0","0","0"
"40096","City of Rocky Mount, dba: Tar River Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Rocky Mount","NC","2023","26","75988","Rocky Mount, NC","44.95","63297","44","53713","0","1663408","0","0","0","83625","0",,,"0","0","0",,"0","0",,"322869",,"0","0","0"
"40097","Council on Aging of St. Lucie, Inc., dba: Community Transit","Reduced Reporter","Private-Non-Profit Corporation","Port Saint Lucie","FL","2023","10","71479","Port St. Lucie, FL","224.23","437745","572","344658","0","225401","0","0","0","13597","0",,,"0","0","0",,"0","0",,"30844",,"8647","0","0"
"40100","Santee Wateree Regional Transportation Authority, dba: Santee Wateree RTA","Full Reporter","Independent Public Agency or Authority of Transit Service","Sumter","SC","2023","43","85708","Sumter, SC","57.65","68825","4049","106512","532316","471988","60328","362880","34934","28591","6343","0","0","0","0","0",,"0","0",,"89873","7690","9497","619762","0"
"40101","City of Spartanburg South Carolina , dba: Spartanburg Area Regional Transportation System","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Spartanburg","SC","2023","8","83548","Spartanburg, SC","181","196943","40","37013","0","275602","0","0","0","20971","0",,,"0","0","0",,"0","0",,"266004",,,"0","0"
"40102","Waccamaw Regional Transportation Authority, dba: Coast RTA","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Conway","SC","2023","29","60895","Myrtle Beach--North Myrtle Beach, SC--NC","218.94","298954","1244","406336","0","1823632","0","0","0","79571","0",,,"0","0","0",,"0","0",,"603025",,"0","0","0"
"40103","Southeast Alabama Regional Planning and Development Commission","Reduced Reporter","MPO, COG or Other Planning Agency","Dothan","AL","2023","29","24472","Dothan, AL","55.09","72423","2972","253798","0","1122056","0","0","0","51704","0",,,"0","0","0",,"0","0",,"79384",,"0","0","0"
"40104","Indian River County, dba: GoLine","Full Reporter","City, County or Local Government Unit or Department of Transportation","Vero Beach","FL","2023","27","90406","Vero Beach--Sebastian, FL","106.1","174292","223","166316","1341231","1213943","127288","958388","75587","69543","6044","3","0","0","0","0",,"0","0",,"1292919","31363","0","5934814","0"
"40105","Puerto Rico Highway and Transportation Authority – Público","Full Reporter","State Government Unit or Department of Transportation","San Juan","PR","2023","312","79093","San Juan, PR","763.6","1844410","892","2478905","5518418","4987174","531244","0","477105","440224","36881","0","0","0","0","0",,"0","0",,"2942179",,,"13502710","0"
"40108","Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Full Reporter","Independent Public Agency or Authority of Transit Service","Durham","NC","2023","76","25228","Durham, NC","183.36","396118","1665","1924805","3374285","2754339","619946","2068353","147964","127429","20535",,,"0","0","0",,"0","0",,"1653233","36318",,"14834526","0"
"40110","Charleston Area Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","North Charleston","SC","2023","94","15508","Charleston, SC","339.06","684773","232","380600","3382747","3068760","366399","2596922","243177","223974","21428","0","0","0","0","0",,"0","0",,"2230900","61328","0","12721462","0"
"40112","City of San Juan","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","San Juan","PR","2023","19","79093","San Juan, PR","763.6","1844410","77","320967","0","159235","0","0","0","16221","0",,,"0","0","0",,"0","0",,"61620",,,"0","0"
"40114","Municipality of Aguada","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Aguada","PR","2023","3","00631","Aguadilla--Isabela--San Sebastián, PR","187.32","232573","10","38136","0","9544","0","0","0","1602","0",,,"0","0","0",,"0","0",,"581",,"0","0","0"
"40115","Municipality of Caguas","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Caguas","PR","2023","23","79093","San Juan, PR","763.6","1844410","25","127244","0","230327","0","0","0","19162","0",,,"0","0","0",,"0","0",,"47420",,"0","0","0"
"40117","Municipality of Vega Baja","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Vega Baja","PR","2023","8","79093","San Juan, PR","763.6","1844410","46","54414","0","99565","0","0","0","7479","0",,,"0","0","0",,"0","0",,"43948",,"0","0","0"
"40120","City of Ocala, Florida, dba: SunTran","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Ocala","FL","2023","7","64567","Ocala, FL","125.03","182647","62","86589","0","496759","0","0","0","33767","0",,,"0","0","0",,"0","0",,"231180",,,"0","0"
"40121","Municipality of Hormigueros","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Hormigueros","PR","2023","5","55738","Mayagüez, PR","50.14","91583","29","15518","0","33710","0","0","0","4222","0",,,"0","0","0",,"0","0",,"11267",,"0","0","0"
"40122","Municipality of Cayey","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Cayey","PR","2023","8","79093","San Juan, PR","763.6","1844410","40","48594","0","48924","0","0","0","5686","0",,,"0","0","0",,"0","0",,"31896",,"0","0","0"
"40123","Municipality of Gurabo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Gurabo","PR","2023","4","79093","San Juan, PR","763.6","1844410","43","45369","0","40875","0","0","0","4713","0",,,"0","0","0",,"0","0",,"8241",,"0","0","0"
"40124","Municipality of Cidra","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Cidra","PR","2023","8","79093","San Juan, PR","763.6","1844410","36","48761","0","54883","0","0","0","3141","0",,,"0","0","0",,"0","0",,"18452",,"0","0","0"
"40125","Municipality of Carolina, dba: Gobierno Municipal Autonomo de Carolina","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Carolina","PR","2023","24","79093","San Juan, PR","763.6","1844410","4","176762","0","160559","0","0","0","27335","0",,,"0","0","0",,"0","0",,"152091",,"0","0","0"
"40126","Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Humacao","PR","2023","2","79093","San Juan, PR","763.6","1844410","10","17603","0","8603","0","0","0","1690","0",,,"0","0","0",,"0","0",,"6416",,"0","0","0"
"40128","Okaloosa County Board of County Commissioners, dba: EC RIDER","Full Reporter","City, County or Local Government Unit or Department of Transportation","Crestview","FL","2023","42","61372","Navarre--Miramar Beach--Destin, FL","119.62","226213","183","211668","985436","885418","100018","445770","71634","62308","9326","0","0","0","0","0",,"0","0",,"105016","4321","43692","771891","0"
"40129","Charlotte County Government, dba: Charlotte County Transit Division","Full Reporter","City, County or Local Government Unit or Department of Transportation","Port Charlotte","FL","2023","21","71060","Port Charlotte--North Port, FL","134.69","199998","231","186847","451927","391867","60060","0","30611","25274","5337","0","0","0","0","0",,"0","0",,"58403","0","0","523957","0"
"40130","Macon-Bibb County Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Macon","GA","2023","29","52822","Macon-Bibb County, GA","99.27","140111","70","153691","0","1363906","0","0","0","113660","0",,,"0","0","0",,"0","0",,"634744",,"0","0","0"
"40131","Davidson County , dba: Davidson County Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Lexington","NC","2023","26","38809","High Point, NC","100.79","167830","500","168860","0","571954","0","0","0","23613","0",,,"0","0","0",,"0","0",,"171783",,"0","0","0"
"40132","Goldsboro-Wayne Transportation Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Goldsboro","NC","2023","21","33814","Goldsboro, NC","53.16","54456","35","36303","0","824115","0","0","0","48299","0",,,"0","0","0",,"0","0",,"197592",,"0","0","0"
"40133","Guilford County , dba: Guilford County Transportation & Mobility Services","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Greensboro","NC","2023","21","35164","Greensboro, NC","169.31","338928","52","248111","0","221415","0","0","0","17039","0",,,"0","0","0",,"0","0",,"31536",,"0","0","0"
"40137","Municipality of Bayamon","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bayamon","PR","2023","13","79093","San Juan, PR","763.6","1844410","15","65706","0","107732","0","0","0","20956","0",,,"0","0","0",,"0","0",,"113354",,"0","0","0"
"40138","Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Full Reporter","City, County or Local Government Unit or Department of Transportation","Lawrenceville","GA","2023","71","03817","Atlanta, GA","2553.04","5100112","210","1055240","3417501","2621613","795888","2398436","184065","156634","27431","0","0","0","0","0",,"0","0",,"1177163","21180","0","12311104","42.96"
"40140","Collier County, dba: Collier Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Naples","FL","2023","49","08974","Bonita Springs--Estero, FL","242.96","425675","2025","384902","3071274","2673012","398262","1367852","162770","143686","19084",,"0","0","0","0",,"0","0",,"844505","94528","0","8431064","0"
"40141","Central Midlands Regional Transportation Authority, dba: The COMET","Full Reporter","Independent Public Agency or Authority of Transit Service","Columbia","SC","2023","230","18964","Columbia, SC","367.5","590407","1530","646895","3596846","3611139","183710","2481444","242448","241711","11017","0","0","0","0","0",,"0","0",,"1968473","58670","0","12347578","0"
"40143","Town of Cary, dba: GoCary","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Cary","NC","2023","26","73261","Raleigh, NC","554.82","1106646","59","180388","0","987727","0","0","0","73579","0",,,"0","0","0",,"0","0",,"383718",,"0","0","0"
"40144","City of Gainesville, dba: Hall Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Gainesville","GA","2023","13","32194","Gainesville, GA","149.13","164365","425","203136","0","499644","0","0","0","26135","0",,,"0","0","0",,"0","0",,"101702",,"0","0","0"
"40145","Municipality of Manati, dba: Municipio de Manati","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Manati","PR","2023","6","79093","San Juan, PR","763.6","1844410","30","16053","0","50927","0","0","0","10842","0",,,"0","0","0",,"0","0",,"30191",,"0","0","0"
"40146","Hernando County Board of County Commissioners, dba: TheBus","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Brooksville","FL","2023","10","84024","Spring Hill, FL","127.25","169050","89","119384","0","629200","0","0","0","32635","0",,,"0","0","0",,"0","0",,"141903",,"0","0","0"
"40147","North Carolina State University","Full Reporter","University","Raleigh","NC","2023","23","73261","Raleigh, NC","554.82","1106646","9","46000","582675","545343","37332","556839","64687","61533","3154","0","0","0","0","0",,"0","0",,"2560095",,,"4157753","0"
"40150","Municipality of Barceloneta","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Barceloneta","PR","2023","11","05040","Barceloneta--Florida--Bajadero, PR","41.7","65070","19","24650","0","196917","0","0","0","23689","0",,,"0","0","0",,"0","0",,"54300",,"0","0","0"
"40151","Municipality of Hatillo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Hatillo","PR","2023","4","03034","Arecibo, PR","75.49","123724","42","38486","0","50510","0","0","0","7372","0",,,"0","0","0",,"0","0",,"3654",,"0","0","0"
"40155","St Johns County, Florida, dba: St Johns County Sunshine Bus Company","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Saint Augustine","FL","2023","29","77230","St. Augustine, FL","57.78","91786","600","273425","0","948944","0","0","0","63500","0",,,"0","0","0",,"0","0",,"145547",,"0","0","0"
"40156","Lower Savannah COG","Reduced Reporter","MPO, COG or Other Planning Agency","Aiken","SC","2023","7","04222","Augusta-Richmond County, GA--SC","273.29","431480","222","88300","0","196220","0","0","0","9471","0",,,"0","0","0",,"0","0",,"29861",,"0","0","0"
"40158","Lake County Board of County Commissioners, dba: LakeXpress","Full Reporter","City, County or Local Government Unit or Department of Transportation","Tavares","FL","2023","39","48799","Leesburg--Eustis--Tavares, FL","86.09","151523","71","97497","1639013","1355339","283674","629599","101670","87412","14258","0","0","0","0","0",,"0","0",,"289663","13926","0","2164266","0"
